id,nomor_registrasi,nama,tipe,komposisi,indikasi_umum,indikasi
2963,DBL9016905037A1,omegrip,sirup,paracetamol,"untuk meredakan sakit kepala , sakit gigi nyeri ringan  pada nyeri berat nyeri pasca operasi dikombinasikan nsaid analgetic opioid",sakit kepala| nyeri| nyeri pasca operasi| sakit gigi
2970,DBL0627508337A1,pacetik,sirup,paracetamol,"meringankan sakit sakit kepala , sakit gigi , menurunkan demam",sakit kepala| sakit gigi| demam
2971,DBL1017624936A1,pamol,tetes,paracetamol,pereda nyeri dan penurun demam,nyeri| demam
2973,GBL1933546558A1,paracetamol,enema,paracetamol,obat ini digunakan untuk meredakan rasa nyeri ringan sampai sedang dan menurunkan demam.,demam
2975,DBL9804215337A1,paraco,sirup,paracetamol,"meringankan sakit kepala , nyeri otot , menurunkan panas",sakit kepala| panas| nyeri otot
2977,DBL7202318137A1,paramol,sirup,paracetamol,pengobatan nyeri demam,nyeri| demam
2981,DTL0308012833A1,profen,suspensi,ibuprofen,"menurunkan demam anak - anak meringankan nyeri ringan sakit gigi , sakit kepala , nyeri operasi nyeri cabut gigi",nyeri pasca operasi| sakit gigi| demam| sakit kepala| nyeri
2982,DBL0233504936A1,pyrex,tetes,paracetamol,"meredakan nyeri demam , sakit kepala , sakit gigi",sakit kepala| sakit gigi| demam
2983,DBL8721002137A1,pyridol,sirup,paracetamol,"sakit gigi , nyeri otot , sakit kepala , demam",sakit kepala| nyeri otot| sakit gigi| demam
2985,DTL1010905733A1,salfenal forte,suspensi,ibuprofen,"digunakan meringankan gejala - gejala penyakit renatik tulang , sendi otot , membantu meredakan nyeri ringan nyeri haid , sakit gigi , sakit kepala nyeri operasi",nyeri pasca operasi| sakit gigi| dismenore| rematik| sakit kepala
2989,DBL9513010436A1,termorex baby,tetes,paracetamol,"meringankan sakit sakit kepala , sakit gigi , menurunkan demam",sakit kepala| sakit gigi| demam
2998,DBL2028209336A1,turpas,tetes,paracetamol,"- menurunkan demam , meringankan sakit kepala , meringankan sakit gigi",sakit kepala| sakit gigi| demam
2999,DBL2128209533B1,turpas forte,suspensi,paracetamol,"menurunkan demam, meringankan rasa sakit pada keadaan sakit kepala dan sakit gigi.",sakit kepala| sakit gigi| demam
3001,DBL8716102436A1,xepamol,tetes,paracetamol,"meredakan demam & nyeri seperti pada nyeri sendi, nyeri telinga, sakit kepala, reumatik, flu atau infeksi lainnya",demam| nyeri sendi| infeksi| rematik| nyeri telinga| sakit kepala| flu
3005,GKL0308508603A1,lansoprazole,kapsul,kombinasi-lansoprazole pellets,"pengobatan tukak duodenum dan tukak lambung ringan, tukak peptik, refluks esofagitis, sindrom zollinger-ellison dan eradikasi h.pylori.",ulkus peptik | ulkus duodenum| tukak lambung| penyakit infeksi| sindrom zollinger-ellison| gerd
3008,GKL1106506403A1,omeprazole,kapsul,omeprazole pellet,"pengobatan jangka pendek untuk tukak lambung dan tukak duodenum, tukak lambung dan duodenum yang terkait dengan ains, lesi lambung dan duodenum, regimen eradikasi h. pylori pada tukak peptik, refluks esofagitis, sindrom zollinger ellison.",ulkus peptik | ulkus duodenum| tukak lambung| sindrom zollinger-ellison| gerd
3012,DKL9631511933A1,inpepsa,suspensi,sucralfate suspension,"sakit maag, tukak usus halus, tukak lambung, gastritis kronis",tukak lambung| ulkus duodenum| gastritis| sakit maag
3018,GKL0219608617A1,ranitidine hcl,tablet,ranitidine hydrochloride,"tukak lambung dan tukak duodenum, refluks esofagitis, dispepsia episodik kronis, tukak akibat ains, tukak duodenum karena h.pylori, sindrom zollinger-ellison, kondisi lain dimana pengurangan asam lambung",tukak akibat ains| ulkus duodenum| tukak lambung| gangguan pencernaan| penyakit infeksi| sindrom zollinger-ellison| gerd| hipersekresi
3022,DKL1122249733A1,episan,suspensi,sucralfate,terapi jangka pendek tukak duodenum 8 minggu,ulkus duodenum
3044,DKL1033522737A1,ranivel,sirup,ranitidine hydrochloride,"tukak lambung dan tukak duodenum, refluks esofagitis, dispepsia episodik kronis, tukak akibat ains, tukak duodenum karena h.pylori, sindrom zollinger-ellison, kondisi lain dimana pengurangan asam lambung",tukak akibat ains| ulkus duodenum| tukak lambung| gangguan pencernaan| penyakit infeksi| sindrom zollinger-ellison| gerd| hipersekresi
3048,DBL7821624163A1,polysilane,tablet,magnesium hydroxide| simethicone| dried aluminium hydroxide gel,"sakit maag, rasa panas atau terbakar pada uluhati atau kerongkongan, pirosis, gastritis, perut kembung.",perut kembung| pirosis| gastritis| sakit maag
3050,DKL8911603617A1,rantin,tablet,ranitidine hydrochloride,"tukak lambung dan tukak duodenum, refluks esofagitis, dispepsia episodik kronis, tukak akibat ains, tukak duodenum karena h.pylori, sindrom zollinger-ellison, kondisi lain dimana pengurangan asam lambung",tukak akibat ains| ulkus duodenum| tukak lambung| gangguan pencernaan| penyakit infeksi| sindrom zollinger-ellison| gerd| hipersekresi
3051,DBL1940404763A1,disflatyl,tablet,simethicone emulsion 30,meredakan kembung dan rasa tidak nyaman diperut karena gas yang berlebihan.,perut kembung
3055,DKI1335300317A1,nexium mups,tablet,esomeprazole magnesium trihydrate,mengobati gastroesophageal reflux disease (gerd) dengan esofagitis (peradangan pada lapisan kerongkongan) atau simptom refluks yang berat dan pasien tukak lambung (ulkus peptik) yang disebabkan h.pylori dalam terapi kombinasi dan diakibatkan konsumsi oains.,ulkus peptik | esofagitis| tukak lambung| radang kerongkongan| penyakit infeksi| gerd
3059,DBL9111601963A1,promag,tablet,hydrotalcite| magnesium hydroxide| simethicone,"meringankan gejala-gejala yang berhubungan dengan kelebihan asam lambung, gastritis, tukak lambung, tukak usus 12 jari dengan gejala seperti mual, nyeri lambung, nyeri ulu hati, kembung dan perasaan penuh pada lambung.",tukak lambung| ulkus duodenum| gastritis| kelebihan asam lambung
3063,DBL7822254033A1,sanmag,suspensi,dried aluminium hydroxide gel| magnesium hydroxide paste| simethicone,"obat pengobatan hiperasiditas lambung saluran cerna , mual , nyeri lambung ulu hati , perut kembung , penuh lambung gastritis , kram saluran cerna pylorus , tukak ulkus peptik usus halus , dispepsia gangguan pencernaan neurogenik , hipermotilitas usus",kram saluran pencernaan| nyeri lambung| ulkus duodenum| hipermotilitas usus| mual| gastritis| gangguan pencernaan| perut kembung| hiperasiditas gastrointestinal
3068,GBL0830908863A2,antasida doen,tablet,magnesium hydroxide| dried aluminium hydroxide gel,"obat sakit maag untuk mengurangi nyeri lambung yang disebabkan oleh kelebihan asam lambung, gastritis, ulkus gastritis dan ulkus duodenal dengan gejala seperti mual dan perih.",kelebihan asam lambung| gastritis| ulkus duodenum| sakit maag
3077,DBL8511602633B1,plantacid forte,suspensi,dried aluminium hydroxide gel| magnesium hydroxide| simethicone,"mengurangi gejala-gejala yang berhubungan dengan kelebihan asam lambung, tukak lambung, tukak usus 12 jari dengan gejala seperti mual dan kembung.",ulkus duodenum| kelebihan asam lambung| mual| tukak lambung| perut kembung
3078,DKL9722223303A1,lapraz,kapsul,lansoprazole,"pengobatan tukak duodenum dan tukak lambung ringan, tukak peptik, refluks esofagitis, sindrom zollinger-ellison dan eradikasi h.pylori.",ulkus peptik | ulkus duodenum| tukak lambung| penyakit infeksi| sindrom zollinger-ellison| gerd
3079,DKL0518707017A1,mucosta,tablet,rebamipide,"sakit maag , gastric ulcer tukak lambung terapi kombinasi penghambat pompa proton antikolinergik antagonis h2 gastritis",tukak lambung| gastritis| gastric ulcer| sakit maag
3081,GKL1604524617A1,rebamipide,tablet,rebamipide,"ulkus gaster kombinasi penghambat pompa proton , antikolinergik antagonis h2 gastritis",tukak lambung| gastritis
3084,DBL1441200163A1,mylanta,tablet,dried aluminium hydroxide gel| simethicone| magnesium hydroxide,"mengurangi gejala-gejala yang berhubungan dengan kelebihan, gastritis, tukak lambung, tukak usus 12 jari dengan gejala seperti mual, nyeri lambung dan nyeri ulu hati.",nyeri lambung| ulkus duodenum| tukak lambung| nyeri ulu hati| gastritis
3086,GKL1505051115B1,pantoprazole,tablet,kombinasi-pantoprazole sodium blend 27|5,simtomatik gerd atau gangguan refluks non erosive pengobatan jangka panjang refluks esofagitis sedang dan berat,refluks| esofagitis| nerd| gerd
3087,GKL1615718915A1,esomeprazole megnesium trihydrate,tablet,esomeprazole magnesium,mengobati gastroesophageal reflux disease (gerd) dengan esofagitis (peradangan pada lapisan kerongkongan) atau simptom refluks yang berat dan pasien tukak lambung (ulkus peptik) yang disebabkan h.pylori dalam terapi kombinasi dan diakibatkan konsumsi oains.,esofagitis| ulkus peptik | tukak lambung| radang kerongkongan| gerd
3088,DKL1134609503A2,omz,kapsul,omeprazole pellet,"pengobatan jangka pendek untuk tukak lambung dan tukak duodenum, tukak lambung dan duodenum yang terkait dengan ains, lesi lambung dan duodenum, regimen eradikasi h. pylori pada tukak peptik, refluks esofagitis, sindrom zollinger ellison.",ulkus peptik | ulkus duodenum| tukak lambung| sindrom zollinger-ellison| gerd
3094,DBL8831501463A1,farmacrol forte,tablet,aluminium hydroxide,"sakit maag, hiperasiditas, tukak/ulkus lambung-usus halus, gastritis, perut kembung",sakit maag| ulkus duodenum| gastritis| perut kembung| hiperasiditas gastrointestinal
3097,GKL1604133533A1,sucralfate,suspensi,sucralfate,"tukak lambung dan usus, gastritis kronik dan profilaksis perdarahan gastrointestinal",perdarahan gastrointestinal| gastritis| tukak lambung
3105,DKL0311636403A1,lancid,kapsul,kombinasi-lansoprazole pellets,"pengobatan tukak duodenum dan tukak lambung ringan, tukak peptik, refluks esofagitis, sindrom zollinger-ellison dan eradikasi h.pylori.",ulkus peptik | ulkus duodenum| tukak lambung| penyakit infeksi| sindrom zollinger-ellison| gerd
3108,GKL2117630507A1,pantoprazole sodium sesquihydrate,kaplet,pantoprazole sodium sesquihydrate,menghilangkan gejala terapi jangka pendek gangguan gaster pengurangan asam lambung ulkus duodenal ulkus gaster refluks esofagitis berat,gangguan gaster| esofagitis| ulkus duodenum| refluks| tukak lambung| gerd| hipersekresi
3110,DKL0435302433A1,propepsa,suspensi,sucralfate,"tukak lambung dan usus, gastritis kronik dan profilaksis perdarahan gastrointestinal",perdarahan gastrointestinal| gastritis| tukak lambung
3124,DKL0309214203A1,lokev,kapsul,omeprazole pellet 8|5%,"pengobatan jangka pendek untuk tukak lambung dan tukak duodenum, tukak lambung dan duodenum yang terkait dengan ains, lesi lambung dan duodenum, regimen eradikasi h. pylori pada tukak peptik, refluks esofagitis, sindrom zollinger ellison.",ulkus peptik | ulkus duodenum| tukak lambung| sindrom zollinger-ellison| gerd
3125,DKI1553300715B1,pantozol 40,tablet,pantoprazole sodium sesquihydrate,"untuk kombinasi 2 antibiotik sesuai eradikasi h  pylorus pasien tukak lambung  tukak duodenum , tukak lambung , refluks esofagitis berat  sindrom zollinger - ellison kondisi hipersekresi patologis",esofagitis| hipersekresi patologis| ulkus duodenum| tukak lambung| refluks| sindrom zollinger-ellison| gerd| hipersekresi
3127,DKL9522216903A1,pumpitor,kapsul,omeprazole enteric coated pellet 8|5,"pengobatan jangka pendek untuk tukak lambung dan tukak duodenum, tukak lambung dan duodenum yang terkait dengan ains, lesi lambung dan duodenum, regimen eradikasi h. pylori pada tukak peptik, refluks esofagitis, sindrom zollinger ellison.",ulkus peptik | ulkus duodenum| tukak lambung| sindrom zollinger-ellison| gerd
3129,DBL7206102310A1,strocain p,tablet,polymigel,"sakit maag, mual, hiperasiditas, nyeri perut, kembung, yang disebabkan oleh ulkus/tukak lambung/usus halus & gastritis",nyeri perut| sakit maag| ulkus duodenum| mual| gastritis| perut kembung| hiperasiditas gastrointestinal
3131,DKI2070701417A1,vocinti,tablet,vonoprazan fumarate,pengobatan luka lambung luka usus duodenal pengobatan refluks esophagitis pencegahan kambuh luka lambung luka duodenal pasien menjalani pengobatan aspirin dosis rendah pencegahan kambuh luka lambung luka duodenal pasien menjalani pengobatan ains anti inflamatori non steroid nyeri inflamasi pengobatan infeksi disebabkan bakteri helicobacter pylorus kombinasi antibiotik,nyeri inflamasi| esofagitis| luka usus| ulkus duodenum| infeksi helicobacter pylori| infeksi| tukak lambung| gerd
3139,DBL8517603010A1,acitral,tablet,magnesium hydroxide| simethicone| dried aluminium hydroxide gel,"sakit maag, tukak lambung & tukak usus halus, hiperasiditas pencernaan, gastritis, gangguan pencernaan, perut kembung",sakit maag| ulkus duodenum| tukak lambung| gastritis| gangguan pencernaan| perut kembung| hiperasiditas gastrointestinal
3140,QD182216541,garam inggris cap gajah,,magnesium sulfat,membantu melancarkan buang air besar,sulit buang air besar
3141,GKL2044401910A1,cimetidine,tablet,cimetidine,"pengobatan tukak usus, tukak lambung aktif, refluks gastroesofagus yang erosif, pencegahan, perdarahan, saluran cerna atas, hipersekresi patologis seperti pada sindroma zollinger-ellison, mastosis sistematik, adenoma endokrin multiple.",mastositiosis| hipersekresi patologis| ulkus duodenum| tukak lambung| adenoma endokrin multiple| sindrom zollinger-ellison| gerd| pendaharan| perdarahan saluran pencernaan
3142,DKL0709217003A1,dobrizol,kapsul,lansoprazole,pengobatan tukak lambung,tukak lambung
3143,TR142678931,esemag,sachet,curcuma domestica rhizoma extract,"membantu meringankan gangguan lambung , mual , muntah , perih tidak enak ulu hati",mual| heartburn| gangguan pencernaan| muntah
3144,DKL2134616203B1,esoferr,kapsul,esomeprazole magnesium trihydrate,mengobati gastroesophageal reflux disease (gerd) dengan esofagitis (peradangan pada lapisan kerongkongan) atau simptom refluks yang berat dan pasien tukak lambung (ulkus peptik) yang disebabkan h.pylori dalam terapi kombinasi dan diakibatkan konsumsi oains.,esofagitis| ulkus peptik | tukak lambung| radang kerongkongan| gerd
3146,DKL8922210017A1,famocid 20,tablet,famotidine,"ulkus duodenum  kondisi hipersekresi patologis , sindrom zollinger - ellison , adenoma endokrin",sindrom zollinger-ellison| adenoma endokrin multiple| ulkus duodenum| hipersekresi patologis
3150,DKL1006312617A1,gasela,tablet,ranitidine hydrochloride,"pengobatan jangka pendek tukak usus belas jari aktif , tukak lambung aktif mengurangi gejala refluks esofagitis , terapi pemeliharaan penyembuhan tukak usus belas jari tukak lambung pengobatan hipersekresi patologis sindrom zollinger ellison mastositosis sistemik",mastositiosis| hipersekresi patologis| ulkus duodenum| tukak lambung| sindrom zollinger-ellison| gerd
3152,DBL1715625433A1,gastrinal hd,suspensi,hydrotalcite| magnesium hydroxide| simethicone,"untuk meringankan gejala-gejala yang berhubungan dengan kelebihan asam lambung, gastritis, tukak lambung, tukak usus 12 jari dengan gejala-gejala seperti mual, nyeri lambung, nyeri ulu hati, kembung, dan perasaan penuh pada lambung.",tukak lambung| ulkus duodenum| gastritis| kelebihan asam lambung
3153,DBL8718203463A1,gastrucid,tablet,magnesium hydroxide| dried aluminium hydroxide gel| simethicone,"sakit maag, gastritis, tukak lambung dan/atau usus halus, esofagitis, pirosis, perut kembung",esofagitis| sakit maag| tukak lambung| pirosis| gastritis| perut kembung
3155,DBL9007801563A1,hufamag plus,tablet,dried aluminium hydroxide gel,"mengurangi gejala yang berhubungan dengan hipersekresi asam lambung, tukak lambung, gastritis, dan tukak duodenum yang disertai dengan gejala-gejala seperti mual, nyeri ulu hati, nyeri lambung, kembung, dan rasa penuh pada lambung.",gastritis| ulkus duodenum| hipersekresi| tukak lambung
3160,DKL0113310503A1,lasgan,kapsul,kombinasi-lansoprazole pellet 8| 5,"pengobatan tukak duodenum dan tukak lambung ringan, tukak peptik, refluks esofagitis, sindrom zollinger-ellison dan eradikasi h.pylori.",ulkus peptik | ulkus duodenum| tukak lambung| penyakit infeksi| sindrom zollinger-ellison| gerd
3161,DKL9705023403A1,laz,kapsul,kombinasi-lansoprazole pellet 8| 5 %,"pengobatan ulkus duodenum, tukak lambung, dan refluks esofagitis",tukak lambung| ulkus duodenum| gerd
3162,DKL1817113133A1,lipepsa,suspensi,sucralfate,"tukak lambung dan usus, gastritis kronik dan profilaksis perdarahan gastrointestinal.",perdarahan gastrointestinal| gastritis| tukak lambung
3165,DBL8918805733B1,magtral forte rasa mint,suspensi,magnesium hydroxide| simethicone| dried aluminium hydroxide gel,"untuk mengobati gangguan pada saluran pencernaan seperti gastritis, perut kembung, maag, dispepsia, hiatus hernia, tukak lambung dan usus duabelas jari, kepenuhan, dan ketidaknyamanan akibat adanya kelebihan gas pada saluran pencernaan",penuh lambung| hernia hiatus| sakit maag| perut kembung| tukak lambung| gangguan pencernaan| gastritis
3166,DKL0304421033A1,neciblok,suspensi,sucralfate,"sakit maag, tukak lambung, tukak usus halus, gastritis kronik (s/d 8 minggu)",tukak lambung| ulkus duodenum| gastritis| sakit maag
3170,DKL1108016233A1,nucral,suspensi,sucralfate,"vertigo dan pusing pada penyakit meniere, sindroma meniere, vertigo perifer",vertigo| penyakit meniere
3173,DKL1617627207A1,pantopump 40,kaplet,pantoprazole sodium sesquihydrate,"dalam kombinasi dengan 2 antibiotik yang tepat untuk eradikasi h.pylori. ulkus peptikum. ulkus duodenum. ulkus lambung, inflamasi esofagus (refluks esofagus) sedang dan berat. sindrom zollinger-ellison dan kondisi hipersekresi patologis lainnya.",ulkus peptik | hipersekresi patologis| ulkus duodenum| tukak lambung| penyakit infeksi| sindrom zollinger-ellison| gerd
3174,DKI1553300715A1,pantozol,tablet,pantoprazole sodium sesquihydrate,untuk meredakan gejala gastroesophageal reflux disease (gerd) atau nonerosive reflux disease (nerd). untuk penanganan jangka panjang reflux esophagitis sedang dan berat.,gerd| nerd
3178,DKL1806102815A1,pariet,tablet,rabeprazole sodium,"maag, tukak lambung, tukak usus halus, reflux esofagitis erosif/ulseratif, eradikasi h.pylori.",sakit maag| ulkus duodenum| refluks| tukak lambung| penyakit infeksi| gerd
3180,DKL1213706615B1,pepzol 40,tablet,pantoprazole sodium sesquihydrate,"tukak lambung & duodenum, refluks esofagitis, sindrom zollinger-ellison",sindrom zollinger-ellison| tukak lambung| gerd
3182,DBL8511602633A1,plantacid,suspensi,magnesium hydroxide| simethicone emulsion 30| dried aluminium hydroxide gel,"mengurangi asam lambung, tukak lambung, tukak duodenum",tukak lambung| ulkus duodenum
3189,DBL7817801033B1,polycrol forte,suspensi,simethicone| aluminium hydroxide gel| magnesium hydroxide paste (30),"gangguan lambung yang disebabkan karana kelebihan asam lambung seperli pada tukak lambung, nyari pada ulu hati. kambung. hiatus hernis.",gangguan pencernaan| tukak lambung| hernia hiatus| kelebihan asam lambung
3195,DTL0921636263A1,polysilane max rasa peppermint,tablet,famotidine| magnesium hydroxide| calcium carbonate,"mengurangi gejala hiperasiditas seperti mual, nyeri lambung, nyeri perut, yang tidak dapat diatasi dengan antasid saja",mual| nyeri perut| hiperasiditas gastrointestinal| nyeri lambung
3199,DKI1952000115A1,prosogan fd,tablet,lansoprazole,"pengobatan ulkus duodenum, tukak lambung, dan refluks esofagitis",tukak lambung| ulkus duodenum| gerd
3202,DKL1017809937A1,ranicho (rasa strawberry),sirup,ranitidine hydrochloride,"terapi jangka pendek tukak duodenal tukak lambung aktif , meredakan gejala - gejala refluks esofagitis  terapi pemeliharaan penyembuhan tukak duodenal tukak lambung  terapi kondisi hipersekresi patologis sindrom zollinge",sindrom zollinger-ellison| esofagitis| ulkus duodenum| tukak lambung| refluks| hipersekresi patologis| gerd
3203,DKL1633535615A1,s-omevell,tablet,esomeprazole magnesium,digunakan untuk mengobati gastroesophageal reflux disease (gerd) dengan esofagitis (peradangan pada lapisan kerongkongan) atau simptom refluks yang berat dan pasien tukak lambung (ulkus peptik) yang diakibatkan konsumsi oains.,esofagitis| ulkus peptik | tukak lambung| radang kerongkongan| gerd
3204,DKL2017629833A1,sucralbat,suspensi,kombinasi-sucralfate suspension,"pengobatan jangka pendek (sampai dengan 8 minggu) ulkus gaster, ulkus duodenum, gastritis kronik",gastritis| ulkus duodenum| tukak lambung
3209,DKL0404129133A1,ulsafate,suspensi,sucralfate,"gastritis, tukak lambung, tukak usus 12 jari",tukak lambung| ulkus duodenum| gastritis
3215,DKL1505051215B1,vomizole 40,tablet,kombinasi-pantoprazole sodium blend 27|5,"dalam kombinasi dengan 2 antibiotik yang tepat untuk eradikasi h.pylori. ulkus peptikum. ulkus duodenum. ulkus lambung, inflamasi esofagus (refluks esofagus) sedang dan berat. sindrom zollinger-ellison dan kondisi hipersekresi patologis lainnya.",ulkus peptik | hipersekresi patologis| ulkus duodenum| tukak lambung| sindrom zollinger-ellison| gerd
3217,DBL8821003363A1,almacon,tablet,dried aluminium hydroxide gel,"perut kembung , nyeri lambung , epigastrium , antasida gastritis , hiatus hernia peptik eosifagitis , ulkus deudenum ulkus lambung",esofagitis| hernia hiatus| nyeri lambung| ulkus duodenum| tukak lambung| gastritis| perut kembung| hernia
3223,DBL9604414933A1,anflat,suspensi,dried aluminium hydroxide gel| magnesium hydroxide| simethicone,"mengurangi gejala kelebihan asam lambung , tukak lambung , tukak duodenum",tukak lambung| ulkus duodenum| kelebihan asam lambung
3226,DBL9631106733A1,atmacid,suspensi,dried aluminium hydroxide gel,"sakit maag , gejala2 hiperasiditas lambung , gastritis , tukak lambung , tukak duodenum a  l  mual , nyeri lambung , nyeri ulu hati , perut kembung , bersendawa",sakit maag| nyeri lambung| ulkus duodenum| mual| tukak lambung| sendawa| gastritis| nyeri ulu hati| perut kembung| hiperasiditas gastrointestinal
3228,DKL1021639517A1,becantex,tablet,rebamipide,"sakit maag , tukak lambung kombinasi obat2 golongan proton - pump inhibitor antikolinergik h2 antagonis gastritis",tukak lambung| gastritis| sakit maag
3233,DBL8102300663A1,biogastron,tablet,dried aluminium hydroxide gel| magnesium trisilicate| simethicone,"obat ini digunakan untuk mengurangi gejala-gejala yang berhubungan dengan kelebihan asam lambung, gastritis, tukak lambung, tukak usus 12 jari, dengan gejala-gejala seperti mual, nyeri lambung, nyeri ulu hati.",nyeri lambung| ulkus duodenum| kelebihan asam lambung| tukak lambung| nyeri ulu hati| gastritis
3237,DBL9300910663A1,bufantacid,tablet,magnesium hydroxide| dried aluminium hydroxide gel| simethicone,"mengurangi nyeri yang berhubungan dengan kelebihan asam lambung, tukak lambung, tukak usus, dengan gejala seperti mual, kembung, perasaan penuh pada lambung",ulkus duodenum| kelebihan asam lambung| mual| tukak lambung| perut kembung
3239,DBL9100909133B1,bufantacid forte,suspensi,dried aluminium hydroxide gel| magnesium hydroxide| simethicone,"mengurangi nyeri berhubungan kelebihan asam lambung , tukak lambung , tukak usus , gejala mual , kembung , perasaan penuh lambung",penuh lambung| ulkus duodenum| kelebihan asam lambung| mual| tukak lambung| perut kembung
3240,DKL1032404103A1,caprazol,kapsul,lansoprazole pellet,"tukak duodenum, tukak lambung jinak, refluks esofagitis",tukak lambung| ulkus duodenum| gerd
3245,DKL9115301317A1,clast,tablet,clebopride malate,"- tukak peptik dan gastroduodenitis. - menormalkan motilitas saluran cerna, dispepsia, anorexia, aerofagia dan meteorisme/perut kembung, gastritis, reflux esofagitis, gastritis akibat alkoholisme khronik. - mual dan muntah. - muntah karena obat anti kanker dan radioterapi.",ulkus peptik | mual muntah| gerd| mual| gastroduodenitis| aerofagia| gangguan pencernaan| anoreksia nervosa| gastritis| muntah| perut kembung| meteorisme
3246,DKL9604212817A1,corocyd,tablet,famotidine,"terapi jangka pendek ulkus aktif usus halus duodenum , terapi ulkus usus halus duodenum paska aktifnya , sindroma zollinger - ellison",sindrom zollinger-ellison| ulkus duodenum
3247,DBL7605006363A1,dexanta,tablet,simethicone| dried aluminium hydroxide gel| magnesium hydroxide,"sakit maag, hiperasiditas, tukak lambung/usus halus, perut kembung, dispepsia/gangguan pencernaan, heartbum",sakit maag| ulkus duodenum| heartburn| gangguan pencernaan| perut kembung| hiperasiditas gastrointestinal
3249,DKL9504413203A1,digest,kapsul,kombinasi-lansoprazole pellets,"pengobatan ulkus duodenum, tukak lambung, dan refluks esofagitis",tukak lambung| ulkus duodenum| gerd
3250,DKL1906419933A1,erpepsa,suspensi,sucralfate,"sakit maag, tukak usus halus, tukak lambung, gastritis kronis",tukak lambung| ulkus duodenum| gastritis| sakit maag
3251,DKL0906413601A1,erphalanz,kapsul,lansoprazole,"tukak duodenum, tukak lambung jinak, refluks esofagitis",tukak lambung| ulkus duodenum| gerd
3255,DKI1954300115A1,ezol 20,tablet,esomeprazole magnesium,"gastroesophageal reflux disease gerd , sindrom zollinger - ellison , ulkus peptikum disebabkan h  pylori",sindrom zollinger-ellison| ulkus peptik | gerd
3257,DKL8922210017B1,famocid 40,tablet,famotidine,"ulkus duodenum  kondisi hipersekresi patologis , sindrom zollinger - ellison , adenoma endokrin",sindrom zollinger-ellison| adenoma endokrin multiple| ulkus duodenum| hipersekresi patologis
3261,DKL0433204317A1,fordin,tablet,ranitidine hydrochloride,"terapi jangka pendek tukak usus 12 jari , tukak lambung aktif  meredakan gejala refluks esofagitis  pemeliharaan tukak usus 12 jari lambung  pengobatan hipersekresi patologis zollinger - ellison",esofagitis| hipersekresi patologis| ulkus duodenum| tukak lambung| refluks| sindrom zollinger-ellison| gerd
3264,DBL7814705910A1,gastran,tablet,aluminium hydroxide-magnesium carbonate,"tukak peptik , hiperasiditas lambung , kolon iritable spastik , dispepsia , gastritis , sakit ulu hati , duodenitis , esofagitis , hernia hiatus , diet teratur , intoksinasi alkohol nyeri perut sehabis operasi",ulkus peptik | esofagitis| hernia hiatus| nyeri pasca operasi| irritable bowel syndrome| duodenitis| keracunan alkohol| gangguan pencernaan| gastritis| hiperasiditas gastrointestinal| nyeri ulu hati
3266,DKL8517603317A1,gastridin,tablet,ranitidine hydrochloride,"sakit maag, tukak/ulkus lambung, reflux esofagitis, pencegahan kambuhnya tukak/ulkus peptik, hipersekresi patologis",ulkus peptik | sakit maag| tukak lambung| hipersekresi patologis| gerd
3272,DBL8816103833A1,gestamag,suspensi,dried aluminium hydroxide gel| magnesium hydroxide| simethicone emulsion 30,"sakit maag , tukak lambung , hiperasiditas lambung , perut kembung",tukak lambung| hiperasiditas gastrointestinal| perut kembung| sakit maag
3274,DKL9431104017A1,graseric,tablet,ranitidine hydrochloride,"terapi jangka pendek tukak duodenum , kondisi hipersekresiu patologik",hipersekresi patologis| ulkus duodenum
3276,DKL9507805109A1,hufadine,kaplet,ranitidine hydrochloride,"sakit maag, tukak/ulkus lambung, reflux esofagitis, pencegahan kambuhnya tukak/ulkus peptik, hipersekresi patologis",ulkus peptik | sakit maag| tukak lambung| hipersekresi patologis| gerd
3279,DKL1007810304A1,hufatidine 40,kaplet,famotidine,"terapi pemeliharaan pengobatan jangka pendek penderita tukak usus 12 jari aktif , tukak lambung aktif , pengobatan jangka pendek refluks esofagitis , hipersekresi , sindrom zollinger - ellison adenoma endokrin multiple",ulkus duodenum| tukak lambung| sindrom zollinger-ellison| gerd| hipersekresi
3279,DKL1007810304A1,hufatidine,kaplet,famotidine,"terapi pemeliharaan pengobatan jangka pendek penderita tukak usus 12 jari aktif , tukak lambung aktif , pengobatan jangka pendek refluks esofagitis , hipersekresi , sindrom zollinger - ellison adenoma endokrin multiple",ulkus duodenum| tukak lambung| sindrom zollinger-ellison| gerd| hipersekresi
3281,DBL9720920933A1,indomag,suspensi,simethicone| magnesium hydroxide| dried aluminium hydroxide gel,"gejala berhubungan kelebihan asam lambung , gastritis , tukak lambung , gejala mual , nyeri lambung , nyeri ulu hati , kembung , perasaan penuh lambung",perut kembung| tukak lambung| gastritis| kelebihan asam lambung
3282,DKL9321614203A2,inhipump,kapsul,kombinasi-omeprazole enteric coated 8|5,"pengobatan jangka pendek tukak duodenal , tukak lambung , refluks esofagitis , sindrom zollinger - ellison",sindrom zollinger-ellison| tukak lambung| ulkus duodenum| gerd
3283,DKL0531525417A1,irbosyd,tablet,mebeverine hydrochloride,irritable bowel syndrome ibs,irritable bowel syndrome
