id,nomor_registrasi,nama,tipe,komposisi,indikasi_umum,indikasi
2649,DKL9930906509A1,pritagesic,kaplet,metamizole sodium| kombinasi-kombinasi granul vit b1| kombinasi-kombinasi granul vit b6| kombinasi-kombinasi granul cyanocobalamin 0| 49| thiamine hydrochloride| pyridoxine hydrochloride| cyanocobalamin,"untuk menghilangkan rasa sakit yang disebabkan oleh neuritis dan neuralgia, terutama pada keadaan rasa sakit yang bera",neuritis| neuralgia
2652,DKL7815622217A1,procolic,tablet,paracetamol| hyoscine butylbromide,"dismenore , kolik empedu ginjal",kolik ginjal| dismenore
2656,DTL0332708409A1,profenal,kaplet,ibuprofen| paracetamol,"meredakan nyeri sakit gigi , sakit kepala , nyeri otot , dismenore primer",dismenore| sakit kepala| nyeri| sakit gigi| nyeri otot
2660,DKL0404128953C1,propyretic,suppositoria,paracetamol,meredakan demam,demam
2663,DTL0435300233A1,prosinal,suspensi,ibuprofen,"meredakan nyeri ringan s d sakit gigi , sakit kepala  menurunkan demam",demam| nyeri| sakit gigi| sakit kepala
2664,DKL9221005907B1,prostanac - 50,kaplet,diclofenac sodium,"meredakan nyeri mengurangi inflamasi pasien rematoid atritis akut kronis , nyeri tulang , spondilitis ankilosa  meredakan nyeri ringan dismenore pasca operasi  meredakan nyeri gigi ringan",nyeri tulang| ankylosing spondylitis| dismenore| rheumatoid arthritis| arthritis| nyeri gigi
2667,DKL0715620153B1,pyrexin 160,suppositoria,paracetamol,meredakan nyeri demam pasien tidak pemberian oral,demam
2669,DKL0715620153A1,pyrexin 80,suppositoria,paracetamol,meredakan nyeri demam pasien tidak pemberian oral,demam| nyeri
2669,DKL0715620153A1,pyrexin,suppositoria,paracetamol,meredakan nyeri demam pasien tidak pemberian oral,demam| nyeri
2682,DTL1233527561A1,raven,suspensi,paracetamol| ibuprofen,"membantu mengurangi nyeri, sakit gigi, nyeri otot dan menurunkan demam",demam| nyeri| sakit gigi| nyeri otot
2683,DKL1811645301B1,remabrex,kapsul,celecoxib,"meredakan gejala dan tanda oa (osteoarthritis), ra (rheumatoid arthritis), dan as (ankylosing spondylititis), dan sebagai pengobatan jangka pendek nyeri akut pasca-bedah, atau cedera musculoskeletal.",osteoarthritis| ankylosing spondylitis| rheumatoid arthritis| as
2685,DKL9131503115B1,renadinac 25,tablet,diclofenac sodium,"meredakan nyeri mengurangi inflamasi pasien rematoid atritis akut kronis , nyeri tulang , spondilitis ankilosa  meredakan nyeri ringan dismenore pasca operasi  meredakan nyeri gigi ringan",nyeri tulang| dismenore| ankylosing spondylitis| rheumatoid arthritis| arthritis| nyeri gigi
2687,DKL1406315604A1,repass,kaplet,ibuprofen,"meredakan nyeri ringan - , demam",demam| nyeri
2691,DBL1421102604A1,rodemol,kaplet,paracetamol,"obat ini dapat digunakan untuk meredakan sakit kepala, sakit gigi, sakit pada otot, nyeri yang mengganggu dan menurunkan demam yang menyertai flu/influensa serta demam sesudah vaksinasi.",demam| sakit kepala| sakit otot| flu| nyeri| sakit gigi
2695,DKL0415618310A1,rotaver,tablet,betahistine mesilate,"vertigo perifer , penyakit meniere s , sindrom meniere , vertigo",vertigo| penyakit meniere
2696,DKL8304105401B1,roxidene 20,kapsul,piroxicam,"untuk mengurangi gejala reumatoid artritis , osteoartritis , ankilosing spondilitis , gangguan muskulosketal akut gout akut",gangguan muskuloskeletal| ankylosing spondylitis| rheumatoid arthritis| arthritis gout| osteoarthritis
2699,DBL8821903604A1,samconal,kaplet,paracetamol,untuk menurunkan demam pada segala usia,demam
2705,DTL0502005210A1,saridon,tablet,caffeine,"sakit kepala, demam, sakit gigi, neuralgia, dismenore, rasa lelah/lesu akibat selesma dan penyakit virus lainnya",demam| dismenore| common cold| sakit kepala| neuralgia| penyakit akibat virus| fatigue| sakit gigi
2706,DBL1402008804A1,saridon extra,kaplet,paracetamol| caffeine,"untuk meringankan sakit kepala , sakit gigi",sakit kepala| sakit gigi
2708,DKL9522713217A1,scanaflam 25,tablet,diclofenac potassium,"meredakan nyeri mengurangi inflamasi pasien rematoid atritis akut kronis , nyeri tulang , spondilitis ankilosa  meredakan nyeri ringan dismenore pasca operasi  meredakan nyeri gigi ringan",nyeri tulang| ankylosing spondylitis| dismenore| rheumatoid arthritis| arthritis| nyeri gigi
2709,DKL9622713217B1,scanaflam 50,tablet,diclofenac potassium,"meredakan nyeri mengurangi inflamasi pasien rematoid atritis akut kronis , nyeri tulang , spondilitis ankilosa  meredakan nyeri ringan dismenore pasca operasi  meredakan nyeri gigi ringan",nyeri tulang| ankylosing spondylitis| dismenore| rheumatoid arthritis| inflamasi| arthritis| nyeri| nyeri gigi
2710,DKL1124402410B1,sibelium-10,tablet,flunarizine hydrochloride,"pemeliharaan terapi migrain , pusing vestibular , gangguan sirkulasi perifer arteriopati organik",migrain| gangguan sirkulasi| pusing
2712,DKL9621010410B1,siberid 10,tablet,flunarizine hydrochloride,"pusing , migren , gangguan vestibular , serebrovaskular , gangguan sirkulasi perifer",migrain| gangguan vestibular| gangguan sirkulasi| pusing| gangguan serebral
2714,DKL9621010410A1,siberid 5,tablet,flunarizine hydrochloride,"pusing , migren , gangguan vestibular , serebrovaskular , gangguan sirkulasi perifer",migrain| gangguan vestibular| gangguan sirkulasi| pusing| gangguan serebral
2716,DKL1931543117B1,sikstop 60,tablet,etoricoxib,"meredakan gejala osteo arthritis, rheumatoid arthritis, spondilitis ankilosa, serta nyeri dan tanda inflamasi yg berhubungan dengan artritis gout akut, nyeri muskuloskeletal kronik, nyeri akut yang berhubungan dengan bedah gigi.",ankylosing spondylitis| rheumatoid arthritis| nyeri pasca bedah| nyeri muskuloskeletal| arthritis gout| osteoarthritis
2717,DKL1931543117A1,sikstop 90,tablet,etoricoxib,"meredakan gejala osteo arthritis, rheumatoid arthritis, spondilitis ankilosa, serta nyeri dan tanda inflamasi yg berhubungan dengan artritis gout akut, nyeri muskuloskeletal kronik, nyeri akut yang berhubungan dengan bedah gigi.",ankylosing spondylitis| rheumatoid arthritis| nyeri pasca bedah| nyeri muskuloskeletal| arthritis gout| osteoarthritis
2718,DKL0333304617A1,silum 5,tablet,flunarizine hydrochloride,"untuk profilaksis pencegahan migren  pengobatan pencegahan gangguan vestibular , sirkulasi serebral perifer , tinitus , vertigo , kesulitan berkonsentrasi , kebingungan , gangguan daya , kram nokturnal , parestesis , ekstremitas teraba dingin",vertigo| kram | migrain| kebingungan| parestesia| gangguan vestibular| gangguan sirkulasi| ekstremitas dingin| gangguan daya ingat| tinnitus| sulit konsentrasi
2720,DKL2038209038A1,simflamfas,sirup,diclofenac potassium,"meredakan nyeri ringan inflamasi rheumatoid arthritis , osteoartritis , ankylosing spondilitis akut kronis  meredakan nyeri dismenore primer  pengobatan jangka pendek serangan migrain akut  pengobatan jangka pendek nyeri pasca operasi peradangan operasi gigi orthopedi",peradangan operasi gigi| ankylosing spondylitis| migrain| dismenore| rheumatoid arthritis| nyeri pasca operasi| osteoarthritis| orthopedi
2721,DKL1228206317A1,simprofen,tablet,dexketoprofen trometamol,"meredakan nyeri ringan , nyeri musculoskeletal akut , dismenore , sakit gigi nyeri paska operasi",dismenore| nyeri muskuloskeletal| nyeri| nyeri pasca operasi| sakit gigi
2726,DKL9702323610A1,sinral,tablet,flunarizine hydrochloride,"pemeliharaan terapi migrain , pusing vestibular , gangguan sirkulasi perifer arteriopati organik",migrain| gangguan sirkulasi| pusing
2729,DKI1954500117C1,soricox 120,tablet,etoricoxib,"menghilangkan gejala pada pengobatan osteoartritis, menghilangkan nyeri akut pada pembedahan pengobatan gigi",osteoarthritis
2733,DKI1954500117B1,soricox 90,tablet,etoricoxib,"menghilangkan gejala pada pengobatan osteoartritis, menghilangkan nyeri akut pada pembedahan pengobatan gigi",osteoarthritis| nyeri
2733,DKI1954500117B1,soricox,tablet,etoricoxib,"menghilangkan gejala pada pengobatan osteoartritis, menghilangkan nyeri akut pada pembedahan pengobatan gigi",osteoarthritis| nyeri
2739,DBL1614516304A1,termagon,kaplet,paracetamol,"untuk mengurangi sakit kepala , gigi , sakit haid menurunkan demam",gigi| dismenore| demam| sakit kepala| sakit gigi
2740,DBL1614516304B1,termagon forte,kaplet,paracetamol,"meringankan sakit sakit kepala , sakit gigi menurunkan demam",sakit kepala| demam| sakit gigi| sakit
2744,DKL0301801909A1,tifestan forte,kaplet,mefenamic acid,"meredakan nyeri ringan sakit kepala , sakit gigi , nyeri haid primer , nyeri reumatik , nyeri otot , nyeri paska operasi",dismenore| sakit kepala| nyeri pasca operasi| rematik| sakit gigi| nyeri otot
2745,DKL0212417209A1,topgesic,kaplet,mefenamic acid,"obat meredakan nyeri ringan sakit kepala , sakit gigi , nyeri haid , nyeri akibat trauma , nyeri otot nyeri operasi",dismenore| sakit kepala| nyeri pasca trauma| nyeri pasca operasi| sakit gigi| nyeri otot
2748,DBL1025803404A1,trifamol,kaplet,paracetamol,"obat meredakan nyeri ringan sakit kepala , sakit gigi , nyeri otot , menurunkan demam",sakit kepala| demam| sakit gigi| nyeri otot
2749,DBL1925803404B1,trifamol forte,kaplet,paracetamol,"untuk menurunkan demam, demam setelah vaksinasi, dan meringankan rasa sakit pada otot, sakit kepala, sakit gigi dan nyeri haid.",sakit kepala| dismenore| demam| sakit gigi
2750,DKL9425802004A1,trifastan,kaplet,mefenamic acid,"meredakan nyeri ringan sampai sedang sehubungan dengan sakit kepala, sakit gigi, dismenore primer, termasuk nyeri karena trauma, nyeri otot dan nyeri sesudah operasi.",dismenore| trauma| sakit kepala| nyeri pasca operasi| sakit gigi| nyeri otot
2757,DKL9408001810A1,unalium - 10,tablet,flunarizine hydrochloride,"menghilangkan gejala - gejala kelainan sirkulasi perifer serebral gangguan vestibular pusing , vertigo , konsentrasi , gangguan ingatan , sifat lekas marah , gangguan ritme tidur , telinga berdengung , migren",vertigo| migrain| gangguan vestibular| gangguan sirkulasi| pusing| gangguan tidur| gangguan daya ingat| tinnitus
2757,DKL9408001810A1,unalium,tablet,flunarizine,"menghilangkan gejala - gejala kelainan sirkulasi perifer serebral gangguan vestibular pusing , vertigo , konsentrasi , gangguan ingatan , sifat lekas marah , gangguan ritme tidur , telinga berdengung , migren",vertigo| migrain| gangguan vestibular| gangguan sirkulasi| pusing| gangguan tidur| gangguan daya ingat| tinnitus
2759,DKL9408001810B1,unalium - 5,tablet,flunarizine hydrochloride,"menghilangkan gejala-gejala kelainan sirkulasi perifer dan serebral dan gangguan vestibular seperti pusing, vertigo, kurang konsentrasi, gangguan ingatan, sifat lekas marah, gangguan ritme tidur, telinga berdengung, migren.",vertigo| migrain| sifat lekas marah| gangguan vestibular| gangguan sirkulasi| gangguan tidur| pusing| gangguan daya ingat| tinnitus| sulit konsentrasi
2762,DKL1932720510A1,vergo,tablet,betahistine hydrochloride,"mengobati vertigo , tinitus , ketulian berhubungan sindrom meniere",vertigo| tuli| penyakit meniere| tinnitus
2764,DKL0333304810A1,versilon,tablet,betahistine mesilate,"vertigo , tinitus telinga berdenging , hilangnya pendengaran berhubungan sindrom meniere s",vertigo| penyakit meniere| tinnitus
2764,DKL0333304810A1,versilon 6,tablet,betahistine mesilate,"vertigo , tinitus telinga berdenging , hilangnya pendengaran berhubungan sindrom meniere s",vertigo| penyakit meniere| tinnitus
2765,DKL1606317310A1,vertilon,tablet,flunarizine hydrochloride,pengobatan migrain,migrain
2767,DKL8502306010A1,vertizine,tablet,cinnarizine,"gangguan sirkulasi darah perifer dan serebral, gangguan keseimbangan, pencegahan mabuk perjalanan.",gangguan keseimbangan| gangguan sirkulasi| mabuk perjalanan
2768,DKL9930409514A1,voltaren retard,tablet,diclofenac sodium,"inflamasi bentuk degeneratif reumatik , artritis reumatoid , spondilitis ankilosa , osteoartritis spondilartritis artritis tulang punggung , nyeri tulang punggung , non - artikular reumatik , serangan akut gout",ankylosing spondylitis| nyeri punggung| rheumatoid arthritis| inflamasi| arthritis gout| rematik| osteoarthritis
2773,DKL0133204015B1,volten,tablet,diclofenac sodium,"terapi membantu mengobati rematik disertai inflamasi degeneratif artritis rematoid , ankylosing spondylitis , osteoartritis spondilartritis , sindroma nyeri kolumna vertebralis , rematik non - artikular , serangan akut gout , nyeri pascabedah",ankylosing spondylitis| rheumatoid arthritis| nyeri pasca bedah| arthritis gout| spondilartritis| osteoarthritis| rematik
2774,DKL9110901801B1,wiros,kapsul,piroxicam,"osteo arthritis , ankilosa spondilitis , gangguan muskuloskeletal akut , gout akut , nyeri persendian",gangguan muskuloskeletal| ankylosing spondylitis| arthritis gout| nyeri sendi| osteoarthritis
2778,DKL9904124416B1,x - flam,tablet,diclofenac potassium,"pengobatan jangka pendek pada kondisi akut sebagai berikut : - nyeri, inflamasi (peradangan) dan pembengkakan pasca trauma, seperti keseleo. - nyeri, inflamasi (peradangan) dan pembengkakan pasca bedah, seperti pasca pembedahan gigi atau tulang. - sebagai adjuvan pada nyeri inflamasi (peradangan) berat dari infeksi telinga, hidung atau tenggorokan, seperti faringotonsilitis, otitis.",otitis media| radang| pembengkakan pasca trauma| pembengkakan pasca bedah| keseleo| infeksi telinga| faringotonsilitis
2780,DKL9916109617A1,xepalium - 5,tablet,flunarizine hydrochloride,"profilaxis migren , gangguan vaskular vestibular , serebral periferal",gangguan serebral| migrain| gangguan vestibular
2783,DKL9313303215B1,zegren 50,tablet,diclofenac sodium,"meredakan nyeri mengurangi inflamasi pasien rematoid atritis akut kronis , nyeri tulang , spondilitis ankilosa  meredakan nyeri ringan dismenore pasca operasi  meredakan nyeri gigi ringan",nyeri tulang| ankylosing spondylitis| dismenore| rheumatoid arthritis| arthritis| nyeri gigi
2784,DKL1127912715A1,zelona,tablet,diclofenac sodium,"pengobatan akut dan kronis gejala-gejala reumatoid artritis, osteoartritis dan ankilosing spondilitis.",osteoarthritis| ankylosing spondylitis| rheumatoid arthritis
2798,DBL1124403137A1,tempra (rasa anggur),sirup,paracetamol,"obat ini dapat digunakan untuk meredakan demam, rasa sakit dan nyeri ringan, sakit kepala dan sakit gigi, demam setelah imunisasi.",demam| sakit kepala| sakit otot| flu| imunisasi| sakit gigi
2805,DBL7622235037A1,sanmol,sirup,paracetamol,"obat ini digunakan untuk meringankan rasa sakit pada keadaan sakit kepala, sakit gigi dan menurunkan demam.",sakit kepala| demam| sakit gigi
2809,DBL1124401337A1,tempra forte (rasa orange),sirup,paracetamol,"obat ini dapat digunakan untuk meredakan sakit kepala, sakit gigi, sakit pada otot, nyeri yang mengganggu dan menurunkan demam yang menyertai flu/influensa serta demam sesudah vaksinasi.",demam| sakit kepala| sakit otot| flu| nyeri| sakit gigi
2814,DBL2124403137B1,tempra forte (rasa anggur),sirup,paracetamol,"obat ini dapat digunakan untuk meredakan sakit kepala, sakit gigi, sakit pada otot, nyeri yang mengganggu dan menurunkan demam yang menyertai flu/influensa serta demam sesudah vaksinasi.",demam| sakit kepala| sakit otot| flu| sakit gigi
2821,DBL0521631433B1,praxion forte,suspensi,paracetamol,"menurunkan demam, meredakan nyeri seperti pada sakit kepala dan sakit gigi.",sakit kepala| demam| sakit gigi
2825,DBL2124404136A1,tempra (rasa orange),tetes,paracetamol,"obat meredakan demam , sakit nyeri ringan sakit kepala , sakit gigi menurunkan demam menyertai flu demam imunisasi",demam| flu| sakit gigi| sakit kepala
2828,DBL7624501537A1,panadol anak-anak,sirup,paracetamol,"obat ini dapat digunakan untuk meredakan rasa sakit seperti sakit kepala, sakit gigi dan menurunkan demam yang menyertai flu dan demam sesudah imunisasi atau vaksinasi.",demam| flu| sakit gigi| sakit kepala
2836,DBL0521631433A1,praxion,suspensi,paracetamol,"menurunkan demam, meredakan nyeri seperti pada sakit kepala dan sakit gigi.",sakit kepala| demam| sakit gigi
2838,DBL2013322336A1,apetic,tetes,paracetamol,menurunkan demam yang menyertai flu dan demam setelah vaksinasi atau imunsasi. meringankan rasa sakit seperti sakit kepala dan sakit gigi,flu| demam| sakit gigi| sakit kepala
2840,DBL9418811836A1,ottopan,tetes,paracetamol,"meringankan rasa sakit pada keadaan sakit kepala, sakit gigi, dan menurunkan demam",sakit kepala| demam| sakit gigi
2843,DBL2124404236A1,tempra (rasa strawberry),tetes,paracetamol,"obat meredakan demam , sakit nyeri ringan sakit kepala , sakit gigi menurunkan demam menyertai flu demam imunisasi",demam| sakit kepala| flu| nyeri| sakit gigi
2844,DBL2013322433B1,apetic forte,suspensi,paracetamol,"menurunkan demam, termasuk dmam yang menyertai flu dan deman setalah vaksinasi atau imunisasi . meringankan rasa sakit seperti sakit kepala dan sakit gigi.",demam| sakit kepala| flu| deman| sakit gigi
2848,DBL7222708910A1,bodrexin,tablet,acetylsalicylic acid,menurunkan demam dan meringankan rasa nyeri pada anak-anak,demam| nyeri
2852,DBL1422723233A2,bodrexin demam forte,suspensi,paracetamol,"bodrexin demam forte sudah dikenal dan dipercaya dari generasi ke generasi untuk menurunkan panas demam antara lain yang menyertai flu, serta mengurangi rasa sakit seperti sakit kepala, sakit gigi dan sakit pada otot untuk anak 6 tahun ke atas.",demam| sakit kepala| sakit otot| flu| sakit gigi
2853,DTL0607808833A1,hufaprofen,suspensi,ibuprofen,"menurunkan panas (demam), meringankan nyeri ringan sampai sedang, antara lain : sakit gigi, sakit kepala.",sakit kepala| demam| sakit gigi
2853,DTL0607808833A1,hufagripp tmp,suspensi,ibuprofen,"menurunkan panas (demam), meringankan nyeri ringan sampai sedang, antara lain : sakit gigi, sakit kepala.",sakit kepala| demam| sakit gigi
2856,DBL7813003663A1,inzana,tablet,acetylsalicylic acid,"meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat, bersin-bersin",demam| bersin| sakit kepala| flu| hidung tersumbat
2859,DTL0527804133A1,prosic (rasa jeruk),suspensi,ibuprofen,"menurunkan demam dan mengurangi nyeri ringan sampai sedang dan nyeri pada sakit kepala, sakit tenggorokan, sakit gigi dan setelah operasi.",demam| sakit tenggorokan| sakit kepala| nyeri| nyeri pasca operasi| sakit gigi
2861,DBL1024400337B1,tempra forte (bubblegum),sirup,paracetamol,"obat ini dapat digunakan untuk meredakan demam, rasa sakit dan nyeri ringan, sakit kepala dan sakit gigi, demam setelah imunisasi.",demam| sakit kepala| imunisasi| nyeri| sakit| sakit gigi
2863,DBL2124404037A1,tempra forte (rasa strawberry),sirup,paracetamol,"obat ini dapat digunakan untuk meredakan sakit kepala, sakit gigi, sakit pada otot, nyeri yang mengganggu dan menurunkan demam yang menyertai flu/influensa serta demam sesudah vaksinasi.",demam| sakit kepala| sakit otot| flu| nyeri| sakit gigi
2866,DBL0000703237A1,afidol,sirup,paracetamol,"obat meringankan sakit sakit kepala , sakit gigi menurunkan demam",sakit kepala| demam| sakit gigi| sakit
2867,DTL0302333933A1,anafen,suspensi,ibuprofen,"menurunkan demam anak - anak , meringankan nyeri ringan  ki tukak peptik berat , hipersensitif , penderita gejala asma , rinitis urtikaria , kehamilan trimester ketiga",asma| urtikaria| demam pada anak| hipersensitif| ulkus peptik 
2868,DBL8318900937A1,analpim,sirup,paracetamol,"obat ini digunakan untuk meringankan rasa sakit pada keadaan sakit kepala, sakit gigi dan menurunkan demam.",sakit kepala| demam| sakit gigi
2872,DBL9322707337A2,bodrexin demam (rasa jeruk),sirup,paracetamol,"menurunkan demam , demam pasca imunisasi meredakan nyeri sakit kepala , sakit gigi",demam| sakit gigi| sakit kepala
2874,DBL8830700363A1,contrexyn,tablet,acetylsalicylic acid,"demam sakit nyeri berkaitan flu , masuk angin vaksinasi",flu| masuk angin| vaksinasi| demam
2882,DBL9308000633A1,cupanol,suspensi,paracetamol,"menurunkan demam , meredakan sakit kepala , sakit gigi nyeri ringan , meredakan nyeri arthritis ringan",demam| arthritis| sakit gigi| sakit kepala
2883,DBL0308508637A1,dapyrin,sirup,paracetamol,"meringankan sakit kepala , sakit gigi menurunkan demam",sakit kepala| demam| sakit gigi
2902,DBL8106401137A1,erphamol,sirup,paracetamol,"demam , sakit kepala , sakit gigi , dismenore , nyeri otot",demam| dismenore| sakit kepala| sakit gigi| nyeri otot
2903,DTL1509219333A1,farsifen forte,suspensi,ibuprofen,"efek antiinflamasi analgesik meringankan gejala rematik tulang , sendi , non sendi , trauma otot muskuloskeletal  efek analgesik meringankan nyeri dismenore primer , sakit kepala , pencabutan gigi nyeri operasi",dismenore| sendi| trauma otot| sakit kepala| tulang| non sendi| nyeri pasca operasi| pencabutan gigi| rematik
2913,DBL2044401137A1,fermol demam anak (rasa anggur),sirup,paracetamol,"untuk meredakan demam , sakit nyeri ringan , sakit kepala sakit gigi , demam imunisasi petunjuk dokter",demam| sakit kepala| imunisasi| nyeri| sakit gigi
2914,DBL2044401237A1,fermol demam anak (rasa jeruk),sirup,paracetamol,"untuk meredakan demam , sakit nyeri ringan , sakit kepala sakit gigi , demam imunisasi petunjuk dokter",demam| sakit kepala| imunisasi| nyeri| sakit gigi
2915,DBL2044401337A1,fermol demam anak (rasa stroberi),sirup,paracetamol,"untuk meredakan demam , sakit nyeri ringan , sakit kepala sakit gigi , demam imunisasi petunjuk dokter",demam| gigi| sakit kepala| imunisasi| nyeri| sakit gigi
2918,DBL0231108036A1,grafadon,tetes,paracetamol,pengobatan menurunkan demam pereda nyeri bayi anak,demam| nyeri
2920,DBL1817113037A1,holidon,sirup,paracetamol,"meringankan sakit demam , skit kepala , sakit gigi , menurunkan demam",demam| sakit gigi| sakit kepala
2927,DBL8509601637A1,ifitamol,sirup,paracetamol,"meringankan sakit sakit kepala , sakit gigi menurunkan demam",sakit kepala| demam| sakit gigi| sakit
2928,DBL8309300837A1,ikacetamol,sirup,paracetamol,"demam akibat pilek , flu , bronkhitis , pneumonia , paska vaksinasi , analgetik",demam| paska vaksinasi| pneumonia| sakit pasca vaksinasi| bronkitis| flu| nyeri
2939,DBL1033400237B1,kamolas forte,sirup,paracetamol,"demam , meredakan gejala2 sakit ringan , sakit tidak nyaman akibat pilek , flu , inokulasi , vaksinasi tonsilectomi",flu| demam| pilek
2940,DBL9933400237A1,kamolas,sirup,paracetamol,"meredakan sakit kepala , sakit gigi , nyeri operasi , demam",sakit kepala| demam| nyeri pasca operasi| sakit gigi
2942,DBL9223401837A1,mirasic,sirup,paracetamol,"untuk meringankan sakit kepala , pusing , sakit gigi , menurunkan demam , vaksinasi",sakit kepala| demam| sakit gigi| pusing
2944,DBL0835306136A1,moretic,tetes,paracetamol,"meredakan sakit kepala , sakit gigi , demam , nyeri pasca vaksinasi",nyeri pasca vaksinasi| demam| sakit gigi| sakit kepala
2945,DBL0204518236A1,naprex,tetes,paracetamol,menurunkan demam dan mengurangi rasa sakit/nyeri,demam| nyeri
2947,DBL2032209736A1,nipe fever,tetes,paracetamol,"menurunkan demam, meredakan sakit kepalan dan sakit gigi",demam| sakit gigi| sakit kepala
2951,DTL1934012633A1,novaxifen forte,suspensi,ibuprofen,"nyeri ringan sampai sedang antara lain nyeri pada penyakit gigi atau pencabutan gigi, nyeri pasca bedah, sakit kepala, gejala artritis reumatoid, gejala osteoartritis, gejala juvenile artritis reumatoid, menurunkan demam pada anak.",rheumatoid arthritis| sakit kepala| demam pada anak| pencabutan gigi| penyakit gigi| osteoarthritis| pasca bedah
2953,DTL1034010133A1,novaxifen rasa strawberry,sirup,ibuprofen,"penurun panas , pusing , nyeri , sakit kepala",sakit kepala| panas| nyeri| pusing
2956,DBL2203400823A1,obat anak sumang cap pedang rasa anggur,powder,paracetamol,"meringankan rasa sakit pada keadaan sakit kepala, sakit gigi dan menurunkan demam.",sakit kepala| demam| sakit gigi
2959,DBL1603400423A1,obat anak sumang cap pedang rasa jeruk,powder,paracetamol,"meringankan rasa sakit pada keadaan sakit kepala, sakit gigi dan menurunkan demam.",sakit kepala| demam| sakit gigi
2961,DBL7203400323A1,obat anak sumang cap pedang,powder,paracetamol,"meringankan rasa sakit pada keadaan sakit kepala, sakit gigi dan menurunkan demam.",sakit kepala| demam| sakit gigi
2963,DBL9016905037A1,omegrip,sirup,paracetamol,"untuk meredakan sakit kepala , sakit gigi nyeri ringan  pada nyeri berat nyeri pasca operasi dikombinasikan nsaid analgetic opioid",sakit kepala| nyeri| nyeri pasca operasi| sakit gigi
2970,DBL0627508337A1,pacetik,sirup,paracetamol,"meringankan sakit sakit kepala , sakit gigi , menurunkan demam",sakit kepala| demam| sakit gigi| sakit
2971,DBL1017624936A1,pamol,tetes,paracetamol,pereda nyeri dan penurun demam,demam| nyeri
2973,GBL1933546558A1,paracetamol,enema,paracetamol,obat ini digunakan untuk meredakan rasa nyeri ringan sampai sedang dan menurunkan demam.,demam| none
2975,DBL9804215337A1,paraco,sirup,paracetamol,"meringankan sakit kepala , nyeri otot , menurunkan panas",sakit kepala| panas| nyeri otot
2977,DBL7202318137A1,paramol,sirup,paracetamol,pengobatan nyeri demam,demam| nyeri
2981,DTL0308012833A1,profen,suspensi,ibuprofen,"menurunkan demam anak - anak meringankan nyeri ringan sakit gigi , sakit kepala , nyeri operasi nyeri cabut gigi",demam| sakit kepala| nyeri| nyeri pasca operasi| sakit gigi
2982,DBL0233504936A1,pyrex,tetes,paracetamol,"meredakan nyeri demam , sakit kepala , sakit gigi",sakit kepala| demam| sakit gigi
2983,DBL8721002137A1,pyridol,sirup,paracetamol,"sakit gigi , nyeri otot , sakit kepala , demam",sakit kepala| demam| sakit gigi| nyeri otot
2985,DTL1010905733A1,salfenal forte,suspensi,ibuprofen,"digunakan meringankan gejala - gejala penyakit renatik tulang , sendi otot , membantu meredakan nyeri ringan nyeri haid , sakit gigi , sakit kepala nyeri operasi",dismenore| sakit kepala| sendi otot| nyeri pasca operasi| rematik| sakit gigi
2989,DBL9513010436A1,termorex baby,tetes,paracetamol,"meringankan sakit sakit kepala , sakit gigi , menurunkan demam",sakit kepala| demam| sakit gigi| sakit
2998,DBL2028209336A1,turpas,tetes,paracetamol,"- menurunkan demam , meringankan sakit kepala , meringankan sakit gigi",sakit kepala| demam| sakit gigi
2999,DBL2128209533B1,turpas forte,suspensi,paracetamol,"menurunkan demam, meringankan rasa sakit pada keadaan sakit kepala dan sakit gigi.",sakit kepala| demam| sakit gigi
3001,DBL8716102436A1,xepamol,tetes,paracetamol,"meredakan demam & nyeri seperti pada nyeri sendi, nyeri telinga, sakit kepala, reumatik, flu atau infeksi lainnya",demam| sakit kepala| infeksi| flu| nyeri sendi| nyeri telinga| rematik
3005,GKL0308508603A1,lansoprazole,kapsul,kombinasi-lansoprazole pellets,"pengobatan tukak duodenum dan tukak lambung ringan, tukak peptik, refluks esofagitis, sindrom zollinger-ellison dan eradikasi h.pylori.",sindrom zollinger-ellison| tukak lambung| ulkus duodenum| penyakit infeksi| gerd| ulkus peptik 
3008,GKL1106506403A1,omeprazole,kapsul,omeprazole pellet,"pengobatan jangka pendek untuk tukak lambung dan tukak duodenum, tukak lambung dan duodenum yang terkait dengan ains, lesi lambung dan duodenum, regimen eradikasi h. pylori pada tukak peptik, refluks esofagitis, sindrom zollinger ellison.",sindrom zollinger-ellison| tukak lambung| ulkus duodenum| ains| gerd| ulkus peptik 
3012,DKL9631511933A1,inpepsa,suspensi,sucralfate suspension,"sakit maag, tukak usus halus, tukak lambung, gastritis kronis",tukak lambung| ulkus duodenum| gastritis| sakit maag
3018,GKL0219608617A1,ranitidine hcl,tablet,ranitidine hydrochloride,"tukak lambung dan tukak duodenum, refluks esofagitis, dispepsia episodik kronis, tukak akibat ains, tukak duodenum karena h.pylori, sindrom zollinger-ellison, kondisi lain dimana pengurangan asam lambung",sindrom zollinger-ellison| tukak lambung| ulkus duodenum| hipersekresi| gangguan pencernaan| penyakit infeksi| tukak akibat ains| gerd
3022,DKL1122249733A1,episan,suspensi,sucralfate,terapi jangka pendek tukak duodenum 8 minggu,ulkus duodenum
